model of geometry	distance function	hdt_reg_mse	edt_reg_mse	max_depth	n_dim	seed	noise_std	n_samples	n_classes
poincare	euclidean		188563.6266807179	5	32	43	0.5	1000	10
poincare	poincare		176920.56869527992	5	32	43	0.5	1000	10
hyperboloid	euclidean		3.322599705863972e+31	5	32	43	0.5	1000	10
hyperboloid	hyperboloid		168851.86681058045	5	32	43	0.5	1000	10
poincare	euclidean		205527.50140812885	5	32	44	0.1	1000	2
poincare	poincare		194882.12869602002	5	32	44	0.1	1000	2
hyperboloid	euclidean		2.9603920166569364e+27	5	32	44	0.1	1000	2
hyperboloid	hyperboloid		193913.11282423188	5	32	44	0.1	1000	2
poincare	euclidean		210144.1443507767	5	32	44	0.1	1000	5
poincare	poincare		199462.78041267025	5	32	44	0.1	1000	5
hyperboloid	euclidean		6.101010461647779e+26	5	32	44	0.1	1000	5
hyperboloid	hyperboloid		184103.6732398165	5	32	44	0.1	1000	5
poincare	euclidean		214694.6614268168	5	32	44	0.1	1000	10
poincare	poincare		203613.52087275856	5	32	44	0.1	1000	10
hyperboloid	euclidean		2.9890531374626796e+30	5	32	44	0.1	1000	10
hyperboloid	hyperboloid		185584.5663961068	5	32	44	0.1	1000	10
poincare	euclidean		187793.87574941982	5	32	44	0.5	1000	2
poincare	poincare		177488.68749423843	5	32	44	0.5	1000	2
hyperboloid	euclidean		5.1026763642116554e+29	5	32	44	0.5	1000	2
hyperboloid	hyperboloid		209347.70104595536	5	32	44	0.5	1000	2
poincare	euclidean		215033.64840851925	5	32	44	0.5	1000	5
poincare	poincare		203382.71622949897	5	32	44	0.5	1000	5
hyperboloid	euclidean		1.661119906649975e+31	5	32	44	0.5	1000	5
hyperboloid	hyperboloid		173909.93844597417	5	32	44	0.5	1000	5
poincare	euclidean		168734.58391348145	5	32	44	0.5	1000	10
poincare	poincare		158329.7486750818	5	32	44	0.5	1000	10
hyperboloid	euclidean		2.953678324306488e+31	5	32	44	0.5	1000	10
hyperboloid	hyperboloid		202138.6418049664	5	32	44	0.5	1000	10
poincare	euclidean	0.0001686089198027543	214291.44113947474	10	2	42	0.1	1000	2
poincare	poincare	0.0014229756779300957	213341.08195889593	10	2	42	0.1	1000	2
hyperboloid	euclidean	1.3300858684758077	202575.95791008792	10	2	42	0.1	1000	2
hyperboloid	hyperboloid	9.378535868851263e-09	192941.1306201229	10	2	42	0.1	1000	2
poincare	euclidean	0.0006311330910137071	205958.92953470134	10	2	42	0.1	1000	5
poincare	poincare	0.00596668780326855	205018.82532962173	10	2	42	0.1	1000	5
hyperboloid	euclidean	55.576267794944876	187575.70204824826	10	2	42	0.1	1000	5
hyperboloid	hyperboloid	1.6936067328979214e-07	214138.7669317388	10	2	42	0.1	1000	5
poincare	euclidean	0.0015885094824470097	232914.25581113223	10	2	42	0.1	1000	10
poincare	poincare	0.018020764200628713	231810.6398532977	10	2	42	0.1	1000	10
hyperboloid	euclidean	406.58451063334905	207157.70574899737	10	2	42	0.1	1000	10
hyperboloid	hyperboloid	1.1744256063859972e-06	185061.18112233563	10	2	42	0.1	1000	10
poincare	euclidean	0.0006564885448777162	210135.97218047126	10	2	42	0.5	1000	2
poincare	poincare	0.012207071799112668	209050.24643490932	10	2	42	0.5	1000	2
hyperboloid	euclidean	111.84941246888854	185793.1805318003	10	2	42	0.5	1000	2
hyperboloid	hyperboloid	1.6253137509043125e-07	198209.38217823193	10	2	42	0.5	1000	2
poincare	euclidean	0.0034551593709895296	202136.35458213254	10	2	42	0.5	1000	5
poincare	poincare	0.0912393082544077	200881.0041318733	10	2	42	0.5	1000	5
hyperboloid	euclidean	10912529.90898099	763824.6122044	10	2	42	0.5	1000	5
hyperboloid	hyperboloid	0.0001285380029671398	211343.3539771398	10	2	42	0.5	1000	5
poincare	euclidean	0.008717996134354514	231250.48597977363	10	2	42	0.5	1000	10
poincare	poincare	0.13728030912193007	229824.6505956219	10	2	42	0.5	1000	10
hyperboloid	euclidean	163935.7868910739	520488.51664456597	10	2	42	0.5	1000	10
hyperboloid	hyperboloid	1.2334838250762435e-05	186770.59264345586	10	2	42	0.5	1000	10
poincare	euclidean	0.0005662181974759421	211392.71527178475	10	2	43	0.1	1000	2
poincare	poincare	0.008172110612627162	210674.06183292167	10	2	43	0.1	1000	2
hyperboloid	euclidean	254.91664180597553	202991.02323632032	10	2	43	0.1	1000	2
hyperboloid	hyperboloid	5.248590356328961e-06	200711.59897059892	10	2	43	0.1	1000	2
poincare	euclidean	0.0006665980079298616	190142.0825466136	10	2	43	0.1	1000	5
poincare	poincare	0.008005969025230559	189368.62700772722	10	2	43	0.1	1000	5
hyperboloid	euclidean	72.56350677202214	178142.83942768694	10	2	43	0.1	1000	5
hyperboloid	hyperboloid	4.992487741814387e-07	245754.6026410475	10	2	43	0.1	1000	5
poincare	euclidean	0.001961377967602869	211542.6197896113	10	2	43	0.1	1000	10
poincare	poincare	0.02547251591730828	210531.05606416604	10	2	43	0.1	1000	10
hyperboloid	euclidean	4007.7330459092605	188695.94786687844	10	2	43	0.1	1000	10
hyperboloid	hyperboloid	9.295301044635778e-06	202200.59504347958	10	2	43	0.1	1000	10
poincare	euclidean	0.004427764280278219	202333.38135150142	10	2	43	0.5	1000	2
poincare	poincare	0.11526062865855266	201256.29285209195	10	2	43	0.5	1000	2
hyperboloid	euclidean	11572543.254535848	11598437.331456203	10	2	43	0.5	1000	2
hyperboloid	hyperboloid	0.0005760689381751605	210962.1357247301	10	2	43	0.5	1000	2
poincare	euclidean	0.0029320633975450784	204794.99204533285	10	2	43	0.5	1000	5
poincare	poincare	0.08715795240791088	203700.77960567106	10	2	43	0.5	1000	5
hyperboloid	euclidean	814232.0364242911	419837.9684361668	10	2	43	0.5	1000	5
hyperboloid	hyperboloid	3.172420925107266e-05	228185.0265642752	10	2	43	0.5	1000	5
poincare	euclidean	0.0075508680704518445	213261.44173799746	10	2	43	0.5	1000	10
poincare	poincare	0.26827800953323405	211835.61456365773	10	2	43	0.5	1000	10
hyperboloid	euclidean	109054008.18165793	106756708.5851219	10	2	43	0.5	1000	10
hyperboloid	hyperboloid	2.2472377011987565e-05	191741.05256571792	10	2	43	0.5	1000	10
poincare	euclidean	0.0010233139914986938	205024.3577155209	10	2	44	0.1	1000	2
poincare	poincare	0.014553143410029699	203779.3543408894	10	2	44	0.1	1000	2
hyperboloid	euclidean	1205.466976966607	164891.64390105943	10	2	44	0.1	1000	2
hyperboloid	hyperboloid	7.111916763351044e-07	205009.19967057952	10	2	44	0.1	1000	2
poincare	euclidean	0.0009573359846220355	214857.50623351044	10	2	44	0.1	1000	5
poincare	poincare	0.009887259061214468	213654.23487565678	10	2	44	0.1	1000	5
hyperboloid	euclidean	205.7445511420892	179018.4049384293	10	2	44	0.1	1000	5
hyperboloid	hyperboloid	1.7716349764198606e-07	207566.5759711971	10	2	44	0.1	1000	5
poincare	euclidean	0.0027435796450293814	211472.30378059202	10	2	44	0.1	1000	10
poincare	poincare	0.03133944524656869	210385.2207164903	10	2	44	0.1	1000	10
hyperboloid	euclidean	1085.893287807977	185220.76064556706	10	2	44	0.1	1000	10
hyperboloid	hyperboloid	2.349546907084016e-06	201614.15876517296	10	2	44	0.1	1000	10
poincare	euclidean	0.002929358426056782	201315.70534489676	10	2	44	0.5	1000	2
poincare	poincare	0.11801838178870856	199827.99393781033	10	2	44	0.5	1000	2
hyperboloid	euclidean	23290983.809477556	64504264.13371536	10	2	44	0.5	1000	2
hyperboloid	hyperboloid	4.925476371409211e-06	209660.28619142287	10	2	44	0.5	1000	2
poincare	euclidean	0.004673069280014185	206117.57284585043	10	2	44	0.5	1000	5
poincare	poincare	0.11305663970069507	204704.9676728263	10	2	44	0.5	1000	5
hyperboloid	euclidean	92124.90926801172	133037.89705719164	10	2	44	0.5	1000	5
hyperboloid	hyperboloid	2.1458830604155184e-06	208572.87868393608	10	2	44	0.5	1000	5
poincare	euclidean	0.004995287948779266	189039.184134246	10	2	44	0.5	1000	10
poincare	poincare	0.2706802390943869	187759.19435189158	10	2	44	0.5	1000	10
hyperboloid	euclidean	443560869.9424156	416392100.33031297	10	2	44	0.5	1000	10
hyperboloid	hyperboloid	0.0006249112268797627	218623.63383474332	10	2	44	0.5	1000	10
poincare	euclidean	0.010888556381185825	228009.0725512999	10	4	42	0.1	1000	2
poincare	poincare	0.22542747480640007	226442.36592442758	10	4	42	0.1	1000	2
hyperboloid	euclidean	49564.89268460732	134779.14034437615	10	4	42	0.1	1000	2
hyperboloid	hyperboloid	4.394787204734223e-06	193765.3782516087	10	4	42	0.1	1000	2
poincare	euclidean	0.010045458486264893	186651.51081771168	10	4	42	0.1	1000	5
poincare	poincare	0.1801607712542237	185265.77355734818	10	4	42	0.1	1000	5
hyperboloid	euclidean	1878026.9164482236	224718.32311288643	10	4	42	0.1	1000	5
hyperboloid	hyperboloid	3.3159473281451084e-05	233213.2553041266	10	4	42	0.1	1000	5
poincare	euclidean	0.016265058872464544	244441.36639827528	10	4	42	0.1	1000	10
poincare	poincare	0.26687980554601703	242697.88719663568	10	4	42	0.1	1000	10
hyperboloid	euclidean	56413.578050422686	159747.657311055	10	4	42	0.1	1000	10
hyperboloid	hyperboloid	2.811627897514708e-06	181260.89459779375	10	4	42	0.1	1000	10
poincare	euclidean	0.029159067928450213	226724.9923697413	10	4	42	0.5	1000	2
poincare	poincare	1.766808254973779	223980.97284781397	10	4	42	0.5	1000	2
hyperboloid	euclidean	14517345231.97537	11909229986.318195	10	4	42	0.5	1000	2
hyperboloid	hyperboloid	2.460643029198879e-05	187482.57543181904	10	4	42	0.5	1000	2
poincare	euclidean	0.019210204518479553	202194.7853456887	10	4	42	0.5	1000	5
poincare	poincare	1.0786698350762984	199867.45412039326	10	4	42	0.5	1000	5
hyperboloid	euclidean	9310212456991.22	2084812579773.1611	10	4	42	0.5	1000	5
hyperboloid	hyperboloid	0.0005727549356186771	207966.969761298	10	4	42	0.5	1000	5
poincare	euclidean	0.032139576467355574	228220.39546636396	10	4	42	0.5	1000	10
poincare	poincare	1.9239646053125719	225529.45589357335	10	4	42	0.5	1000	10
hyperboloid	euclidean	737147062371.0099	5165197848.774225	10	4	42	0.5	1000	10
hyperboloid	hyperboloid	0.0012725586212024261	185064.1748403288	10	4	42	0.5	1000	10
poincare	euclidean	0.013360470941221664	226482.18347619634	10	4	43	0.1	1000	2
poincare	poincare	0.23569747126794646	224836.21251464798	10	4	43	0.1	1000	2
hyperboloid	euclidean	1860239.8339090713	385756.37368708604	10	4	43	0.1	1000	2
hyperboloid	hyperboloid	2.023462191894686e-05	186261.90250713858	10	4	43	0.1	1000	2
poincare	euclidean	0.009448405643169271	205829.1356434172	10	4	43	0.1	1000	5
poincare	poincare	0.2265755421114032	204267.0543021854	10	4	43	0.1	1000	5
hyperboloid	euclidean	2866134.0974782943	2301705.3732744227	10	4	43	0.1	1000	5
hyperboloid	hyperboloid	6.873230762247191e-06	216489.0797513026	10	4	43	0.1	1000	5
poincare	euclidean	0.01523713721824438	194614.98071792125	10	4	43	0.1	1000	10
poincare	poincare	0.305598664569312	193141.78515082688	10	4	43	0.1	1000	10
hyperboloid	euclidean	78770.7056647628	123649.85461419541	10	4	43	0.1	1000	10
hyperboloid	hyperboloid	2.5066275771431742e-06	216226.3294608951	10	4	43	0.1	1000	10
poincare	euclidean	0.0317941812679572	223571.4325269116	10	4	43	0.5	1000	2
poincare	poincare	1.4245291467979415	220751.00882965708	10	4	43	0.5	1000	2
hyperboloid	euclidean	28999769383242.6	72442121830.09473	10	4	43	0.5	1000	2
hyperboloid	hyperboloid	0.00016586790847285214	182559.76787931033	10	4	43	0.5	1000	2
poincare	euclidean	0.032170652326772985	208255.24294175845	10	4	43	0.5	1000	5
poincare	poincare	1.985039210639426	205619.80145615633	10	4	43	0.5	1000	5
hyperboloid	euclidean	15000500430818.07	12427394533436.44	10	4	43	0.5	1000	5
hyperboloid	hyperboloid	2.398741154887599e-07	203133.03358703948	10	4	43	0.5	1000	5
poincare	euclidean	0.03661672107314362	195519.31577835968	10	4	43	0.5	1000	10
poincare	poincare	2.0930903113936425	193016.47731490756	10	4	43	0.5	1000	10
hyperboloid	euclidean	464828221278.08374	390681307383.846	10	4	43	0.5	1000	10
hyperboloid	hyperboloid	0.00011794407022482083	221562.27680381152	10	4	43	0.5	1000	10
poincare	euclidean	0.001189556178600608	211346.35398586423	10	4	44	0.1	1000	2
poincare	poincare	0.1410408889257884	209206.8382743001	10	4	44	0.1	1000	2
hyperboloid	euclidean	5734207.167633352	5491262.104773787	10	4	44	0.1	1000	2
hyperboloid	hyperboloid	8.266932857346933e-06	198427.93817420653	10	4	44	0.1	1000	2
poincare	euclidean	0.010694351539740155	220690.2870892877	10	4	44	0.1	1000	5
poincare	poincare	0.274854694860992	218787.44705861382	10	4	44	0.1	1000	5
hyperboloid	euclidean	9825062499.163101	7378891196.534486	10	4	44	0.1	1000	5
hyperboloid	hyperboloid	0.0014413934706223486	195120.21933422267	10	4	44	0.1	1000	5
poincare	euclidean	0.020585594725183932	203827.85985482947	10	4	44	0.1	1000	10
poincare	poincare	0.3716404589167063	202118.41699531116	10	4	44	0.1	1000	10
hyperboloid	euclidean	4537990.870589789	4824179.040550228	10	4	44	0.1	1000	10
hyperboloid	hyperboloid	1.9468561130628085e-05	212353.18351163797	10	4	44	0.1	1000	10
poincare	euclidean	0.0029171194654318234	208566.4716067004	10	4	44	0.5	1000	2
poincare	poincare	1.403801706086142	205339.50987310134	10	4	44	0.5	1000	2
hyperboloid	euclidean	51540782707388.11	45897704194880.23	10	4	44	0.5	1000	2
hyperboloid	hyperboloid	0.00022322745802121928	196082.12695114603	10	4	44	0.5	1000	2
poincare	euclidean	0.028816383065592772	216712.58649700516	10	4	44	0.5	1000	5
poincare	poincare	2.4547147833480385	213691.9645691739	10	4	44	0.5	1000	5
hyperboloid	euclidean	5.850654708960506e+19	5.292019765620851e+19	10	4	44	0.5	1000	5
hyperboloid	hyperboloid	0.01030521654296594	198364.93614949475	10	4	44	0.5	1000	5
poincare	euclidean	0.03983052840385222	202229.77740231037	10	4	44	0.5	1000	10
poincare	poincare	2.719755570893651	199366.28030396663	10	4	44	0.5	1000	10
hyperboloid	euclidean	6726222503512.664	1511262708855.646	10	4	44	0.5	1000	10
hyperboloid	hyperboloid	7.0073793745171856e-06	202252.25997211967	10	4	44	0.5	1000	10
poincare	euclidean	0.003340956696117544	227268.8455277899	10	8	42	0.1	1000	2
poincare	poincare	0.953034585038483	224119.0178233093	10	8	42	0.1	1000	2
hyperboloid	euclidean	59326122070.94199	613220698.9811318	10	8	42	0.1	1000	2
hyperboloid	hyperboloid	0.00014684817352564965	183407.0882172704	10	8	42	0.1	1000	2
poincare	euclidean	0.004553081977285085	203423.52934809812	10	8	42	0.1	1000	5
poincare	poincare	1.0300840094131118	200494.25079638776	10	8	42	0.1	1000	5
hyperboloid	euclidean	23192525080.385685	9110426660.419968	10	8	42	0.1	1000	5
hyperboloid	hyperboloid	3.4077219910783864e-05	221485.73591308872	10	8	42	0.1	1000	5
poincare	euclidean	0.006046641291882795	218432.20385875073	10	8	42	0.1	1000	10
poincare	poincare	0.9923332970909112	215332.448953304	10	8	42	0.1	1000	10
hyperboloid	euclidean	161874238158.10245	38145837357.66857	10	8	42	0.1	1000	10
hyperboloid	hyperboloid	0.0001286982008219082	207042.12918529354	10	8	42	0.1	1000	10
poincare	euclidean	0.00024030277550026943	230267.32735003598	10	8	42	0.5	1000	2
poincare	poincare	3.8902104565906406	224386.45772500537	10	8	42	0.5	1000	2
hyperboloid	euclidean	6.582872288304408e+21	9.729552110677122e+16	10	8	42	0.5	1000	2
hyperboloid	hyperboloid	0.00046467426286288927	169544.2449894501	10	8	42	0.5	1000	2
poincare	euclidean	0.0008531197061370962	202586.3163239031	10	8	42	0.5	1000	5
poincare	poincare	4.6313487586467845	197130.8287697659	10	8	42	0.5	1000	5
hyperboloid	euclidean	4.59199116796408e+21	2.5333321662317475e+20	10	8	42	0.5	1000	5
hyperboloid	hyperboloid	0.00020454993859712577	209825.06255993218	10	8	42	0.5	1000	5
poincare	euclidean	0.0006777582254992022	218906.86213415765	10	8	42	0.5	1000	10
poincare	poincare	5.424538273158139	213043.03752244508	10	8	42	0.5	1000	10
hyperboloid	euclidean	4.784083861903798e+22	5.00437557458875e+20	10	8	42	0.5	1000	10
hyperboloid	hyperboloid	0.0004777123936284089	198164.53221011427	10	8	42	0.5	1000	10
poincare	euclidean	0.005545959911834344	218420.11490513108	10	8	43	0.1	1000	2
poincare	poincare	1.1149644394378964	215394.0832341937	10	8	43	0.1	1000	2
hyperboloid	euclidean	8162747401907.085	8170108834333.553	10	8	43	0.1	1000	2
hyperboloid	hyperboloid	0.002892071434340476	194847.76535143648	10	8	43	0.1	1000	2
poincare	euclidean	0.0049532923193228075	198979.96093448074	10	8	43	0.1	1000	5
poincare	poincare	0.9866272976292464	196124.5146634298	10	8	43	0.1	1000	5
hyperboloid	euclidean	313264475275.83887	224380720844.8315	10	8	43	0.1	1000	5
hyperboloid	hyperboloid	0.0002938365567616693	222718.9627861472	10	8	43	0.1	1000	5
poincare	euclidean	0.005269074633894637	239549.87219281113	10	8	43	0.1	1000	10
poincare	poincare	1.1697455287180336	235933.85430320687	10	8	43	0.1	1000	10
hyperboloid	euclidean	199453002107.72464	15563680026.097368	10	8	43	0.1	1000	10
hyperboloid	hyperboloid	0.00010813034623702524	169408.26339674278	10	8	43	0.1	1000	10
poincare	euclidean	0.000876668726953964	218416.94829614862	10	8	43	0.5	1000	2
poincare	poincare	5.019684473093139	212598.24405824995	10	8	43	0.5	1000	2
hyperboloid	euclidean	9.878983316979019e+27	1.11888258221177e+28	10	8	43	0.5	1000	2
hyperboloid	hyperboloid	0.03181161795231256	186056.85912122377	10	8	43	0.5	1000	2
poincare	euclidean	0.0006992937684343356	206889.65307954588	10	8	43	0.5	1000	5
poincare	poincare	4.617678892270951	201378.87673117698	10	8	43	0.5	1000	5
hyperboloid	euclidean	9.551406150626537e+23	8.522709097782993e+23	10	8	43	0.5	1000	5
hyperboloid	hyperboloid	0.0049440132536675415	208717.41299001098	10	8	43	0.5	1000	5
poincare	euclidean	0.00040305312668340823	235363.53668924785	10	8	43	0.5	1000	10
poincare	poincare	5.468882304262257	228807.49999466992	10	8	43	0.5	1000	10
hyperboloid	euclidean	1.5370313646249272e+21	5.568434225980659e+20	10	8	43	0.5	1000	10
hyperboloid	hyperboloid	4.936918484647345e-05	167145.03500412442	10	8	43	0.5	1000	10
poincare	euclidean	0.0009818039250700677	220933.32878447138	10	8	44	0.1	1000	2
poincare	poincare	0.86303856181501	216888.36529232652	10	8	44	0.1	1000	2
hyperboloid	euclidean	779389417845.7931	625563795117.8408	10	8	44	0.1	1000	2
hyperboloid	hyperboloid	2.6131157959646073e-05	189240.00525258086	10	8	44	0.1	1000	2
poincare	euclidean	0.007292189886132406	227529.70319142594	10	8	44	0.1	1000	5
poincare	poincare	1.1701002805605376	224310.4452275197	10	8	44	0.1	1000	5
hyperboloid	euclidean	559124321619.3809	468234455730.6108	10	8	44	0.1	1000	5
hyperboloid	hyperboloid	0.0003095824835634368	185258.62295138807	10	8	44	0.1	1000	5
poincare	euclidean	0.00741496829934082	194855.21933611098	10	8	44	0.1	1000	10
poincare	poincare	1.1613752617966924	191942.79815323107	10	8	44	0.1	1000	10
hyperboloid	euclidean	4253245979172.2305	1298545498727.608	10	8	44	0.1	1000	10
hyperboloid	hyperboloid	0.00040910330039749677	207038.07538707985	10	8	44	0.1	1000	10
poincare	euclidean	6.724575731579698e-05	219527.22615537816	10	8	44	0.5	1000	2
poincare	poincare	4.624784320518403	212760.37187242127	10	8	44	0.5	1000	2
hyperboloid	euclidean	1.1700116535437264e+23	1.1693945668545472e+23	10	8	44	0.5	1000	2
hyperboloid	hyperboloid	0.00016981388699465223	181169.8344475168	10	8	44	0.5	1000	2
poincare	euclidean	0.0007790517502411277	231615.4277879601	10	8	44	0.5	1000	5
poincare	poincare	5.25521939130735	225486.2622414709	10	8	44	0.5	1000	5
hyperboloid	euclidean	1.753534698768793e+23	1.6688242213889358e+23	10	8	44	0.5	1000	5
hyperboloid	hyperboloid	0.002987428985116741	178920.21657216287	10	8	44	0.5	1000	5
poincare	euclidean	0.0009111166370858373	193169.93056060036	10	8	44	0.5	1000	10
poincare	poincare	5.993775968256017	187781.18535949546	10	8	44	0.5	1000	10
hyperboloid	euclidean	3.968257728842795e+25	2.6438712950086833e+23	10	8	44	0.5	1000	10
hyperboloid	hyperboloid	0.008910193854582867	194139.52976691036	10	8	44	0.5	1000	10
poincare	euclidean	1.4155168411158431e-05	221419.76074607883	10	16	42	0.1	1000	2
poincare	poincare	2.4431197326582543	215191.747905341	10	16	42	0.1	1000	2
hyperboloid	euclidean	3.2247599097356694e+21	1.647119522748146e+18	10	16	42	0.1	1000	2
hyperboloid	hyperboloid	0.02167613614077708	171180.61688944508	10	16	42	0.1	1000	2
poincare	euclidean	2.373849705667654e-05	171361.4982679909	10	16	42	0.1	1000	5
poincare	poincare	2.002856104646469	166085.93347149584	10	16	42	0.1	1000	5
hyperboloid	euclidean	7.311802517079699e+18	6.231457553600336e+18	10	16	42	0.1	1000	5
hyperboloid	hyperboloid	1.5705806074807021e-06	225365.05850709067	10	16	42	0.1	1000	5
poincare	euclidean	2.615169901738307e-05	197417.7482269945	10	16	42	0.1	1000	10
poincare	poincare	2.426895079731753	191700.2958984825	10	16	42	0.1	1000	10
hyperboloid	euclidean	1.505415551374123e+18	1.421104185883286e+18	10	16	42	0.1	1000	10
hyperboloid	hyperboloid	6.97516025210062e-05	217138.0157160637	10	16	42	0.1	1000	10
poincare	euclidean		217435.79918763938	10	16	42	0.5	1000	2
poincare	poincare		206120.28808984236	10	16	42	0.5	1000	2
hyperboloid	euclidean		2.7687423033655533e+29	10	16	42	0.5	1000	2
hyperboloid	hyperboloid		164350.00382389396	10	16	42	0.5	1000	2
poincare	euclidean		209690.9320668567	10	16	42	0.5	1000	5
poincare	poincare		198524.82420953226	10	16	42	0.5	1000	5
hyperboloid	euclidean		2.425713651974903e+31	10	16	42	0.5	1000	5
hyperboloid	hyperboloid		184974.8638536	10	16	42	0.5	1000	5
poincare	euclidean		199786.60949450175	10	16	42	0.5	1000	10
poincare	poincare		188976.52217174455	10	16	42	0.5	1000	10
hyperboloid	euclidean		8.253872894055942e+30	10	16	42	0.5	1000	10
hyperboloid	hyperboloid		179217.0110160733	10	16	42	0.5	1000	10
poincare	euclidean	1.3221606823050597e-05	191887.24600086606	10	16	43	0.1	1000	2
poincare	poincare	2.2410655006638773	186154.05094010383	10	16	43	0.1	1000	2
hyperboloid	euclidean	1.771403962119323e+18	9.264717522164362e+17	10	16	43	0.1	1000	2
hyperboloid	hyperboloid	0.00012027367607712402	205999.48963219323	10	16	43	0.1	1000	2
poincare	euclidean	3.453776836439116e-05	215458.3367620009	10	16	43	0.1	1000	5
poincare	poincare	2.394688900556344	209292.6922754024	10	16	43	0.1	1000	5
hyperboloid	euclidean	3.200722431536946e+20	8.310520900556059e+17	10	16	43	0.1	1000	5
hyperboloid	hyperboloid	0.0014314201594474681	181627.0888024726	10	16	43	0.1	1000	5
poincare	euclidean	1.490972313201825e-05	200256.63655867637	10	16	43	0.1	1000	10
poincare	poincare	2.5443865586597654	194164.91515482857	10	16	43	0.1	1000	10
hyperboloid	euclidean	1.444769545982396e+21	1.3088979495023938e+19	10	16	43	0.1	1000	10
hyperboloid	hyperboloid	0.0012096714523209063	202961.4539575547	10	16	43	0.1	1000	10
poincare	euclidean		228058.42669118018	10	16	43	0.5	1000	2
poincare	poincare		216148.5134904761	10	16	43	0.5	1000	2
hyperboloid	euclidean		1.4411108560746182e+30	10	16	43	0.5	1000	2
hyperboloid	hyperboloid		164176.89150121028	10	16	43	0.5	1000	2
poincare	euclidean		220476.55643038967	10	16	43	0.5	1000	5
poincare	poincare		209388.22630667457	10	16	43	0.5	1000	5
hyperboloid	euclidean		2.7608450818920226e+30	10	16	43	0.5	1000	5
hyperboloid	hyperboloid		176560.76473896005	10	16	43	0.5	1000	5
poincare	euclidean		195536.4943209666	10	16	43	0.5	1000	10
poincare	poincare		185006.0130887338	10	16	43	0.5	1000	10
hyperboloid	euclidean		4.864481016753236e+30	10	16	43	0.5	1000	10
hyperboloid	hyperboloid		198866.48886039824	10	16	43	0.5	1000	10
poincare	euclidean	4.000372770475919e-05	223965.22193266734	10	16	44	0.1	1000	2
poincare	poincare	2.858895050510439	217625.83874981722	10	16	44	0.1	1000	2
hyperboloid	euclidean	6.455735837240061e+18	7.942165866795645e+17	10	16	44	0.1	1000	2
hyperboloid	hyperboloid	8.32945982318195e-06	172038.41908592416	10	16	44	0.1	1000	2
poincare	euclidean	2.829350957161811e-05	213502.51820815704	10	16	44	0.1	1000	5
poincare	poincare	2.407131498644477	207270.16044736572	10	16	44	0.1	1000	5
hyperboloid	euclidean	4.0035846072884024e+18	2.880904791806185e+18	10	16	44	0.1	1000	5
hyperboloid	hyperboloid	2.7942842962100172e-05	188265.19759954297	10	16	44	0.1	1000	5
poincare	euclidean	1.811909378044009e-05	245393.0858176119	10	16	44	0.1	1000	10
poincare	poincare	2.2119164857091316	238326.24423591804	10	16	44	0.1	1000	10
hyperboloid	euclidean	1.156935864158793e+19	4.0435894112640634e+17	10	16	44	0.1	1000	10
hyperboloid	hyperboloid	1.3142765339048215e-05	164287.9327081953	10	16	44	0.1	1000	10
poincare	euclidean		219851.4924315943	10	16	44	0.5	1000	2
poincare	poincare		208416.23601748244	10	16	44	0.5	1000	2
hyperboloid	euclidean		2.5674374882855175e+29	10	16	44	0.5	1000	2
hyperboloid	hyperboloid		168305.28252559475	10	16	44	0.5	1000	2
poincare	euclidean		217913.41373981917	10	16	44	0.5	1000	5
poincare	poincare		206512.9447739601	10	16	44	0.5	1000	5
hyperboloid	euclidean		1.2167243599090313e+31	10	16	44	0.5	1000	5
hyperboloid	hyperboloid		173668.94728019298	10	16	44	0.5	1000	5
poincare	euclidean		209999.92484516106	10	16	44	0.5	1000	10
poincare	poincare		198823.15693753838	10	16	44	0.5	1000	10
hyperboloid	euclidean		4.3750319566978825e+30	10	16	44	0.5	1000	10
hyperboloid	hyperboloid		178499.09305221325	10	16	44	0.5	1000	10
poincare	euclidean		216799.75935422938	10	32	42	0.1	1000	2
poincare	poincare		205712.6185136193	10	32	42	0.1	1000	2
hyperboloid	euclidean		1.4290788798085274e+27	10	32	42	0.1	1000	2
hyperboloid	hyperboloid		183682.79397276364	10	32	42	0.1	1000	2
poincare	euclidean		199267.23171426012	10	32	42	0.1	1000	5
poincare	poincare		188885.8416886864	10	32	42	0.1	1000	5
hyperboloid	euclidean		2.1370464026176682e+27	10	32	42	0.1	1000	5
hyperboloid	hyperboloid		200753.86846806228	10	32	42	0.1	1000	5
poincare	euclidean		183966.54199120283	10	32	42	0.1	1000	10
poincare	poincare		173938.31300266358	10	32	42	0.1	1000	10
hyperboloid	euclidean		2.2772076763343672e+30	10	32	42	0.1	1000	10
hyperboloid	hyperboloid		197485.33497246273	10	32	42	0.1	1000	10
poincare	euclidean		238355.30789146444	10	32	42	0.5	1000	2
poincare	poincare		225385.55530693685	10	32	42	0.5	1000	2
hyperboloid	euclidean		1.739016242478526e+29	10	32	42	0.5	1000	2
hyperboloid	hyperboloid		152101.38614243825	10	32	42	0.5	1000	2
poincare	euclidean		198739.39927253395	10	32	42	0.5	1000	5
poincare	poincare		187729.249001887	10	32	42	0.5	1000	5
hyperboloid	euclidean		6.25463540161566e+28	10	32	42	0.5	1000	5
hyperboloid	hyperboloid		196606.34303382967	10	32	42	0.5	1000	5
poincare	euclidean		216726.29255024067	10	32	42	0.5	1000	10
poincare	poincare		204249.84588684666	10	32	42	0.5	1000	10
