score,model,n_classes,n_dim,n_points,noise_std,max_depth
0.992831541218638,hdt,2,5,1393,0.15486662447300603,6
1.0,kdt,2,5,1393,0.15486662447300603,6
0.982078853046595,edt,2,5,1393,0.15486662447300603,6
0.5855263157894737,hdt,9,6,2276,0.49669016016460665,6
0.5921052631578947,kdt,9,6,2276,0.49669016016460665,6
0.5482456140350878,edt,9,6,2276,0.49669016016460665,6
0.6452991452991453,hdt,7,3,1169,0.10105318102079763,2
0.6452991452991453,kdt,7,3,1169,0.10105318102079763,2
0.6025641025641025,edt,7,3,1169,0.10105318102079763,2
0.43595505617977526,hdt,7,3,2225,0.37199585968983434,1
0.43595505617977526,kdt,7,3,2225,0.37199585968983434,1
0.42247191011235957,edt,7,3,2225,0.37199585968983434,1
0.8380952380952381,hdt,4,5,1575,0.2370656958563228,8
0.8444444444444444,kdt,4,5,1575,0.2370656958563228,8
0.8126984126984127,edt,4,5,1575,0.2370656958563228,8
0.7408637873754153,hdt,7,16,1504,0.08341016795800366,8
0.7408637873754153,kdt,7,16,1504,0.08341016795800366,8
0.7342192691029901,edt,7,16,1504,0.08341016795800366,8
0.9654545454545455,hdt,4,6,2746,0.04718444421673351,4
0.9654545454545455,kdt,4,6,2746,0.04718444421673351,4
0.9618181818181818,edt,4,6,2746,0.04718444421673351,4
0.9256410256410257,hdt,2,12,1949,0.2249096721975949,5
0.9282051282051282,kdt,2,12,1949,0.2249096721975949,5
0.941025641025641,edt,2,12,1949,0.2249096721975949,5
0.5,hdt,5,10,268,0.30342990390046426,1
0.5,kdt,5,10,268,0.30342990390046426,1
0.5555555555555556,edt,5,10,268,0.30342990390046426,1
0.748314606741573,hdt,4,5,2222,0.14445715790190589,2
0.750561797752809,kdt,4,5,2222,0.14445715790190589,2
0.7415730337078652,edt,4,5,2222,0.14445715790190589,2
0.9070247933884298,hdt,3,13,2417,0.24596487179167204,8
0.9214876033057852,kdt,3,13,2417,0.24596487179167204,8
0.8574380165289256,edt,3,13,2417,0.24596487179167204,8
0.6896551724137931,hdt,5,4,2896,0.3116268196573729,1
0.6896551724137931,kdt,5,4,2896,0.3116268196573729,1
0.6931034482758621,edt,5,4,2896,0.3116268196573729,1
0.819047619047619,hdt,5,10,525,0.12381887476083947,8
0.8380952380952381,kdt,5,10,525,0.12381887476083947,8
0.7714285714285715,edt,5,10,525,0.12381887476083947,8
0.926829268292683,hdt,5,3,203,0.10198115865438334,8
0.9512195121951219,kdt,5,3,203,0.10198115865438334,8
0.926829268292683,edt,5,3,203,0.10198115865438334,8
0.44742729306487694,hdt,7,4,2232,0.1354031640184863,1
0.44742729306487694,kdt,7,4,2232,0.1354031640184863,1
0.45861297539149887,edt,7,4,2232,0.1354031640184863,1
0.49603174603174605,hdt,5,7,1257,0.08373960059935287,1
0.5,kdt,5,7,1257,0.08373960059935287,1
0.49603174603174605,edt,5,7,1257,0.08373960059935287,1
0.7514970059880239,hdt,6,6,1668,0.301330213341738,7
0.7604790419161677,kdt,6,6,1668,0.301330213341738,7
0.7724550898203593,edt,6,6,1668,0.301330213341738,7
0.9787234042553191,hdt,2,5,234,0.43902897639591687,3
0.9574468085106383,kdt,2,5,234,0.43902897639591687,3
0.9574468085106383,edt,2,5,234,0.43902897639591687,3
0.9130434782608695,hdt,3,4,573,0.18911225762167239,2
0.9130434782608695,kdt,3,4,573,0.18911225762167239,2
0.9217391304347826,edt,3,4,573,0.18911225762167239,2
0.9113573407202216,hdt,3,8,1801,0.2229736526602869,8
0.9196675900277008,kdt,3,8,1801,0.2229736526602869,8
0.8753462603878116,edt,3,8,1801,0.2229736526602869,8
0.7142857142857143,hdt,4,4,348,0.45094421407565516,5
0.7285714285714285,kdt,4,4,348,0.45094421407565516,5
0.8285714285714286,edt,4,4,348,0.45094421407565516,5
0.6043956043956044,hdt,5,7,1361,0.3850106142279143,5
0.6117216117216118,kdt,5,7,1361,0.3850106142279143,5
0.652014652014652,edt,5,7,1361,0.3850106142279143,5
0.677570093457944,hdt,6,8,1070,0.26902725540888084,6
0.6822429906542056,kdt,6,8,1070,0.26902725540888084,6
0.6542056074766355,edt,6,8,1070,0.26902725540888084,6
0.9353233830845771,hdt,5,5,1001,0.08169827353362091,8
0.9402985074626866,kdt,5,5,1001,0.08169827353362091,8
0.945273631840796,edt,5,5,1001,0.08169827353362091,8
0.8985507246376812,hdt,9,6,688,0.03009142521682462,6
0.9202898550724637,kdt,9,6,688,0.03009142521682462,6
0.8695652173913043,edt,9,6,688,0.03009142521682462,6
0.7088607594936709,hdt,5,3,1579,0.06732946331209261,2
0.7088607594936709,kdt,5,3,1579,0.06732946331209261,2
0.7310126582278481,edt,5,3,1579,0.06732946331209261,2
0.7571428571428571,hdt,5,11,349,0.05848014052018269,9
0.7428571428571429,kdt,5,11,349,0.05848014052018269,9
0.8142857142857143,edt,5,11,349,0.05848014052018269,9
0.6534653465346535,hdt,7,11,1007,0.30808954080350387,5
0.6534653465346535,kdt,7,11,1007,0.30808954080350387,5
0.5396039603960396,edt,7,11,1007,0.30808954080350387,5
0.8395904436860068,hdt,4,7,1465,0.45284465006554436,7
0.8327645051194539,kdt,4,7,1465,0.45284465006554436,7
0.8395904436860068,edt,4,7,1465,0.45284465006554436,7
0.4196078431372549,hdt,9,13,1271,0.18202342719896264,4
0.40784313725490196,kdt,9,13,1271,0.18202342719896264,4
0.39215686274509803,edt,9,13,1271,0.18202342719896264,4
0.9290780141843972,hdt,3,13,701,0.1183063305581859,6
0.9574468085106383,kdt,3,13,701,0.1183063305581859,6
0.8652482269503546,edt,3,13,701,0.1183063305581859,6
0.9846153846153847,hdt,2,5,650,0.1711625241068147,5
0.9846153846153847,kdt,2,5,650,0.1711625241068147,5
0.9846153846153847,edt,2,5,650,0.1711625241068147,5
0.9303201506591338,hdt,2,3,2653,0.2242628039412412,8
0.9303201506591338,kdt,2,3,2653,0.2242628039412412,8
0.9322033898305084,edt,2,3,2653,0.2242628039412412,8
0.6666666666666666,hdt,8,6,2145,0.3760002869839181,6
0.6713286713286714,kdt,8,6,2145,0.3760002869839181,6
0.6223776223776224,edt,8,6,2145,0.3760002869839181,6
0.8357289527720739,hdt,9,14,2433,0.09313335926899563,7
0.8336755646817249,kdt,9,14,2433,0.09313335926899563,7
0.8151950718685832,edt,9,14,2433,0.09313335926899563,7
0.98005698005698,hdt,3,7,1752,0.04306635074064824,5
0.9914529914529915,kdt,3,7,1752,0.04306635074064824,5
0.9943019943019943,edt,3,7,1752,0.04306635074064824,5
0.8971061093247589,hdt,6,4,1552,0.055168555793107255,8
0.8906752411575563,kdt,6,4,1552,0.055168555793107255,8
0.9228295819935691,edt,6,4,1552,0.055168555793107255,8
0.7955010224948875,hdt,6,5,2444,0.266429101145027,4
0.7975460122699386,kdt,6,5,2444,0.266429101145027,4
0.7770961145194274,edt,6,5,2444,0.266429101145027,4
0.9979919678714859,hdt,2,10,2490,0.09598838879191202,3
0.9979919678714859,kdt,2,10,2490,0.09598838879191202,3
0.9899598393574297,edt,2,10,2490,0.09598838879191202,3
0.5396341463414634,hdt,8,3,1639,0.3799516897767518,3
0.5365853658536586,kdt,8,3,1639,0.3799516897767518,3
0.5274390243902439,edt,8,3,1639,0.3799516897767518,3
0.75591985428051,hdt,6,11,2745,0.21925062413728852,6
0.7686703096539163,kdt,6,11,2745,0.21925062413728852,6
0.6775956284153005,edt,6,11,2745,0.21925062413728852,6
0.6305609284332688,hdt,5,5,2582,0.15806761893810573,1
0.6305609284332688,kdt,5,5,2582,0.15806761893810573,1
0.5938104448742747,edt,5,5,2582,0.15806761893810573,1
0.5608108108108109,hdt,4,3,740,0.28629727277197065,7
0.5337837837837838,kdt,4,3,740,0.28629727277197065,7
0.5202702702702703,edt,4,3,740,0.28629727277197065,7
0.30511463844797176,hdt,7,8,2834,0.21123937528070502,1
0.30511463844797176,kdt,7,8,2834,0.21123937528070502,1
0.31393298059964725,edt,7,8,2834,0.21123937528070502,1
0.9967320261437909,hdt,2,14,1526,0.012428708589501236,4
1.0,kdt,2,14,1526,0.012428708589501236,4
0.9934640522875817,edt,2,14,1526,0.012428708589501236,4
0.6610169491525424,hdt,4,6,586,0.4730377503027774,4
0.6779661016949152,kdt,4,6,586,0.4730377503027774,4
0.6694915254237288,edt,4,6,586,0.4730377503027774,4
0.4317789291882556,hdt,7,4,2895,0.4778277126207668,2
0.4317789291882556,kdt,7,4,2895,0.4778277126207668,2
0.4265975820379965,edt,7,4,2895,0.4778277126207668,2
0.8992094861660079,hdt,3,5,2529,0.3329753405716452,9
0.8873517786561265,kdt,3,5,2529,0.3329753405716452,9
0.8913043478260869,edt,3,5,2529,0.3329753405716452,9
0.81,hdt,3,14,497,0.17443336089758865,3
0.81,kdt,3,14,497,0.17443336089758865,3
0.76,edt,3,14,497,0.17443336089758865,3
0.44258872651356995,hdt,8,5,2394,0.2947368566312197,2
0.44258872651356995,kdt,8,5,2394,0.2947368566312197,2
0.4175365344467641,edt,8,5,2394,0.2947368566312197,2
0.7764705882352941,hdt,4,7,424,0.45436141445294576,5
0.7764705882352941,kdt,4,7,424,0.45436141445294576,5
0.7176470588235294,edt,4,7,424,0.45436141445294576,5
0.5219512195121951,hdt,7,3,2047,0.39617548217746523,9
0.5365853658536586,kdt,7,3,2047,0.39617548217746523,9
0.5121951219512195,edt,7,3,2047,0.39617548217746523,9
0.3449612403100775,hdt,8,9,2576,0.15787865533697676,1
0.3449612403100775,kdt,8,9,2576,0.15787865533697676,1
0.3236434108527132,edt,8,9,2576,0.15787865533697676,1
0.8952879581151832,hdt,8,6,955,0.06362760230928699,8
0.8848167539267016,kdt,8,6,955,0.06362760230928699,8
0.8586387434554974,edt,8,6,955,0.06362760230928699,8
0.47619047619047616,hdt,8,10,416,0.4408772424379046,6
0.47619047619047616,kdt,8,10,416,0.4408772424379046,6
0.4523809523809524,edt,8,10,416,0.4408772424379046,6
0.7162790697674418,hdt,3,9,2147,0.44107499180508053,3
0.7162790697674418,kdt,3,9,2147,0.44107499180508053,3
0.7046511627906977,edt,3,9,2147,0.44107499180508053,3
0.8744075829383886,hdt,8,6,2108,0.06599945780262367,8
0.8909952606635071,kdt,8,6,2108,0.06599945780262367,8
0.8578199052132701,edt,8,6,2108,0.06599945780262367,8
0.5858951175406871,hdt,8,4,2762,0.41339058768437986,4
0.5895117540687161,kdt,8,4,2762,0.41339058768437986,4
0.5551537070524413,edt,8,4,2762,0.41339058768437986,4
0.6356589147286822,hdt,8,7,643,0.27846437965299414,3
0.6356589147286822,kdt,8,7,643,0.27846437965299414,3
0.5581395348837209,edt,8,7,643,0.27846437965299414,3
0.8195121951219512,hdt,5,14,1022,0.15273372626400028,6
0.7804878048780488,kdt,5,14,1022,0.15273372626400028,6
0.8634146341463415,edt,5,14,1022,0.15273372626400028,6
0.797979797979798,hdt,5,5,1978,0.4718623358804556,7
0.7929292929292929,kdt,5,5,1978,0.4718623358804556,7
0.8106060606060606,edt,5,5,1978,0.4718623358804556,7
1.0,hdt,2,16,1208,0.061747569640617284,2
1.0,kdt,2,16,1208,0.061747569640617284,2
0.9834710743801653,edt,2,16,1208,0.061747569640617284,2
0.28314606741573034,hdt,8,10,2221,0.41328369160617223,1
0.28314606741573034,kdt,8,10,2221,0.41328369160617223,1
0.2966292134831461,edt,8,10,2221,0.41328369160617223,1
0.6777777777777778,hdt,9,9,1797,0.18992847467177587,7
0.6833333333333333,kdt,9,9,1797,0.18992847467177587,7
0.6388888888888888,edt,9,9,1797,0.18992847467177587,7
0.9818181818181818,hdt,2,12,272,0.04532796167310388,9
0.9818181818181818,kdt,2,12,272,0.04532796167310388,9
1.0,edt,2,12,272,0.04532796167310388,9
0.23076923076923078,hdt,8,15,64,0.21385058540961926,2
0.15384615384615385,kdt,8,15,64,0.21385058540961926,2
0.23076923076923078,edt,8,15,64,0.21385058540961926,2
0.9523809523809523,hdt,2,8,312,0.29880659546623023,6
0.9523809523809523,kdt,2,8,312,0.29880659546623023,6
0.9047619047619048,edt,2,8,312,0.29880659546623023,6
0.6086956521739131,hdt,7,14,1149,0.13083170724028237,3
0.6086956521739131,kdt,7,14,1149,0.13083170724028237,3
0.6130434782608696,edt,7,14,1149,0.13083170724028237,3
0.6862302483069977,hdt,9,9,2212,0.1583645617866039,4
0.690744920993228,kdt,9,9,2212,0.1583645617866039,4
0.6027088036117382,edt,9,9,2212,0.1583645617866039,4
0.39086294416243655,hdt,7,10,1970,0.051572412462498496,1
0.3756345177664975,kdt,7,10,1970,0.051572412462498496,1
0.3883248730964467,edt,7,10,1970,0.051572412462498496,1
0.3910891089108911,hdt,7,8,1008,0.056526687473323234,1
0.3910891089108911,kdt,7,8,1008,0.056526687473323234,1
0.3910891089108911,edt,7,8,1008,0.056526687473323234,1
0.7364620938628159,hdt,5,10,1381,0.41422820018464157,8
0.7436823104693141,kdt,5,10,1381,0.41422820018464157,8
0.6823104693140795,edt,5,10,1381,0.41422820018464157,8
0.986784140969163,hdt,2,7,2269,0.303500672129412,4
0.9933920704845814,kdt,2,7,2269,0.303500672129412,4
0.9823788546255506,edt,2,7,2269,0.303500672129412,4
0.25,hdt,7,12,118,0.4037054287684595,5
0.2916666666666667,kdt,7,12,118,0.4037054287684595,5
0.375,edt,7,12,118,0.4037054287684595,5
0.688622754491018,hdt,6,4,1670,0.22670811531213403,3
0.688622754491018,kdt,6,4,1670,0.22670811531213403,3
0.7035928143712575,edt,6,4,1670,0.22670811531213403,3
0.5645161290322581,hdt,7,5,309,0.2884932996891878,5
0.5645161290322581,kdt,7,5,309,0.2884932996891878,5
0.532258064516129,edt,7,5,309,0.2884932996891878,5
0.9656488549618321,hdt,2,16,1306,0.16906999424190422,9
0.9656488549618321,kdt,2,16,1306,0.16906999424190422,9
0.9465648854961832,edt,2,16,1306,0.16906999424190422,9
0.986449864498645,hdt,3,3,1842,0.0236783816925889,7
0.986449864498645,kdt,3,3,1842,0.0236783816925889,7
0.989159891598916,edt,3,3,1842,0.0236783816925889,7
0.6904761904761905,hdt,6,6,206,0.20667476477177243,9
0.6190476190476191,kdt,6,6,206,0.20667476477177243,9
0.6190476190476191,edt,6,6,206,0.20667476477177243,9
0.8301526717557252,hdt,9,11,2617,0.018698495204398646,5
0.8187022900763359,kdt,9,11,2617,0.018698495204398646,5
0.9198473282442748,edt,9,11,2617,0.018698495204398646,5
0.31827956989247314,hdt,9,13,2322,0.15565343989414987,2
0.31827956989247314,kdt,9,13,2322,0.15565343989414987,2
0.33978494623655914,edt,9,13,2322,0.15565343989414987,2
0.6039426523297491,hdt,7,11,2786,0.19851075869273177,4
0.6182795698924731,kdt,7,11,2786,0.19851075869273177,4
0.5591397849462365,edt,7,11,2786,0.19851075869273177,4
0.5172413793103449,hdt,6,11,142,0.08559936686386843,1
0.5172413793103449,kdt,6,11,142,0.08559936686386843,1
0.5862068965517241,edt,6,11,142,0.08559936686386843,1
0.8108108108108109,hdt,5,8,368,0.17492511804542743,4
0.8108108108108109,kdt,5,8,368,0.17492511804542743,4
0.7702702702702703,edt,5,8,368,0.17492511804542743,4
0.7178899082568807,hdt,8,13,2177,0.13367235607942668,5
0.7178899082568807,kdt,8,13,2177,0.13367235607942668,5
0.7385321100917431,edt,8,13,2177,0.13367235607942668,5
0.7682333873581848,hdt,6,10,3081,0.3218094717782365,9
0.7682333873581848,kdt,6,10,3081,0.3218094717782365,9
0.7423014586709886,edt,6,10,3081,0.3218094717782365,9
0.8536585365853658,hdt,6,4,201,0.07674728737970155,8
0.8780487804878049,kdt,6,4,201,0.07674728737970155,8
0.7804878048780488,edt,6,4,201,0.07674728737970155,8
0.9008620689655172,hdt,2,14,1160,0.16800352949505437,3
0.9008620689655172,kdt,2,14,1160,0.16800352949505437,3
0.8793103448275862,edt,2,14,1160,0.16800352949505437,3
0.781010719754977,hdt,7,10,3264,0.13463691567221703,8
0.7871362940275651,kdt,7,10,3264,0.13463691567221703,8
0.7580398162327718,edt,7,10,3264,0.13463691567221703,8
0.8495575221238938,hdt,2,6,3386,0.36285471107715467,6
0.8569321533923304,kdt,2,6,3386,0.36285471107715467,6
0.831858407079646,edt,2,6,3386,0.36285471107715467,6
0.6363636363636364,hdt,5,12,52,0.10387078370122022,4
0.6363636363636364,kdt,5,12,52,0.10387078370122022,4
0.7272727272727273,edt,5,12,52,0.10387078370122022,4
0.7330595482546202,hdt,4,11,2435,0.11859616222687064,2
0.7371663244353183,kdt,4,11,2435,0.11859616222687064,2
0.731006160164271,edt,4,11,2435,0.11859616222687064,2
0.5918367346938775,hdt,6,7,1711,0.12535064343775953,1
0.5918367346938775,kdt,6,7,1711,0.12535064343775953,1
0.5830903790087464,edt,6,7,1711,0.12535064343775953,1
0.31088082901554404,hdt,9,8,1929,0.3290458944630977,1
0.31088082901554404,kdt,9,8,1929,0.3290458944630977,1
0.3238341968911917,edt,9,8,1929,0.3290458944630977,1
0.8416833667334669,hdt,8,4,2494,0.0976688244078403,7
0.8376753507014028,kdt,8,4,2494,0.0976688244078403,7
0.8396793587174348,edt,8,4,2494,0.0976688244078403,7
0.568,hdt,7,8,1874,0.2717861524713127,5
0.5626666666666666,kdt,7,8,1874,0.2717861524713127,5
0.5973333333333334,edt,7,8,1874,0.2717861524713127,5
0.9747899159663865,hdt,3,5,1188,0.13940282387701974,7
0.9705882352941176,kdt,3,5,1188,0.13940282387701974,7
0.9663865546218487,edt,3,5,1188,0.13940282387701974,7
0.8421052631578947,hdt,5,3,378,0.3562175687199057,3
0.8421052631578947,kdt,5,3,378,0.3562175687199057,3
0.6447368421052632,edt,5,3,378,0.3562175687199057,3
0.937984496124031,hdt,6,4,2579,0.03610659266759397,5
0.939922480620155,kdt,6,4,2579,0.03610659266759397,5
0.9418604651162791,edt,6,4,2579,0.03610659266759397,5
0.6639676113360324,hdt,9,7,2466,0.24053561693145437,7
0.6740890688259109,kdt,9,7,2466,0.24053561693145437,7
0.5769230769230769,edt,9,7,2466,0.24053561693145437,7
0.8913934426229508,hdt,7,4,2439,0.05473265372941111,8
0.8688524590163934,kdt,7,4,2439,0.05473265372941111,8
0.8770491803278688,edt,7,4,2439,0.05473265372941111,8
0.9548872180451128,hdt,2,3,664,0.418957248680235,8
0.9548872180451128,kdt,2,3,664,0.418957248680235,8
0.9323308270676691,edt,2,3,664,0.418957248680235,8
0.8908730158730159,hdt,4,4,2520,0.12165143817230156,2
0.8829365079365079,kdt,4,4,2520,0.12165143817230156,2
0.8571428571428571,edt,4,4,2520,0.12165143817230156,2
0.9524886877828054,hdt,4,7,2208,0.027544978721182334,2
0.9479638009049773,kdt,4,7,2208,0.027544978721182334,2
0.9298642533936652,edt,4,7,2208,0.027544978721182334,2
0.56,hdt,5,16,125,0.10323698493390976,1
0.56,kdt,5,16,125,0.10323698493390976,1
0.56,edt,5,16,125,0.10323698493390976,1
1.0,hdt,2,16,2639,0.010245668061480029,9
0.9981060606060606,kdt,2,16,2639,0.010245668061480029,9
0.9962121212121212,edt,2,16,2639,0.010245668061480029,9
0.9649890590809628,hdt,3,6,2285,0.10258029676927966,5
0.9649890590809628,kdt,3,6,2285,0.10258029676927966,5
0.9846827133479212,edt,3,6,2285,0.10258029676927966,5
0.5614035087719298,hdt,7,12,284,0.3165642711221387,5
0.5789473684210527,kdt,7,12,284,0.3165642711221387,5
0.49122807017543857,edt,7,12,284,0.3165642711221387,5
0.8518518518518519,hdt,4,9,403,0.21670410868592016,6
0.8641975308641975,kdt,4,9,403,0.21670410868592016,6
0.6666666666666666,edt,4,9,403,0.21670410868592016,6
0.7475915221579962,hdt,6,12,2593,0.17686912638995167,9
0.7475915221579962,kdt,6,12,2593,0.17686912638995167,9
0.7360308285163777,edt,6,12,2593,0.17686912638995167,9
0.5993589743589743,hdt,5,13,1558,0.015702054659481268,1
0.5993589743589743,kdt,5,13,1558,0.015702054659481268,1
0.6025641025641025,edt,5,13,1558,0.015702054659481268,1
0.6809954751131222,hdt,5,7,2207,0.10483482708728337,3
0.6855203619909502,kdt,5,7,2207,0.10483482708728337,3
0.669683257918552,edt,5,7,2207,0.10483482708728337,3
0.8732394366197183,hdt,4,6,351,0.10245840976185044,3
0.8591549295774648,kdt,4,6,351,0.10245840976185044,3
0.8873239436619719,edt,4,6,351,0.10245840976185044,3
0.8557213930348259,hdt,2,11,1004,0.287760108483062,1
0.8557213930348259,kdt,2,11,1004,0.287760108483062,1
0.8159203980099502,edt,2,11,1004,0.287760108483062,1
0.7169117647058824,hdt,5,5,2717,0.41151061036851616,2
0.7224264705882353,kdt,5,5,2717,0.41151061036851616,2
0.7150735294117647,edt,5,5,2717,0.41151061036851616,2
0.9978947368421053,hdt,4,7,2375,0.02444753286972684,7
0.9936842105263158,kdt,4,7,2375,0.02444753286972684,7
0.9957894736842106,edt,4,7,2375,0.02444753286972684,7
0.8333333333333334,hdt,2,15,270,0.18057047265305842,3
0.9074074074074074,kdt,2,15,270,0.18057047265305842,3
0.7962962962962963,edt,2,15,270,0.18057047265305842,3
0.9744136460554371,hdt,2,9,2344,0.23592583981592985,9
0.9786780383795309,kdt,2,9,2344,0.23592583981592985,9
0.9381663113006397,edt,2,9,2344,0.23592583981592985,9
0.9476744186046512,hdt,7,7,1719,0.023664887940231083,8
0.9651162790697675,kdt,7,7,1719,0.023664887940231083,8
0.9651162790697675,edt,7,7,1719,0.023664887940231083,8
0.7777777777777778,hdt,5,12,269,0.1779305506190511,9
0.8148148148148148,kdt,5,12,269,0.1779305506190511,9
0.7222222222222222,edt,5,12,269,0.1779305506190511,9
0.678939617083947,hdt,6,8,3391,0.40320833700939546,9
0.7142857142857143,kdt,6,8,3391,0.40320833700939546,9
0.6421207658321061,edt,6,8,3391,0.40320833700939546,9
0.5665529010238908,hdt,3,3,1465,0.32776655322319653,1
0.5665529010238908,kdt,3,3,1465,0.32776655322319653,1
0.5631399317406144,edt,3,3,1465,0.32776655322319653,1
0.6179401993355482,hdt,9,9,1505,0.24984530144306016,6
0.5913621262458472,kdt,9,9,1505,0.24984530144306016,6
0.5813953488372093,edt,9,9,1505,0.24984530144306016,6
0.638095238095238,hdt,9,6,1046,0.0503936675575809,2
0.6333333333333333,kdt,9,6,1046,0.0503936675575809,2
0.6238095238095238,edt,9,6,1046,0.0503936675575809,2
0.871536523929471,hdt,7,5,1982,0.013743023143851896,4
0.8690176322418136,kdt,7,5,1982,0.013743023143851896,4
0.889168765743073,edt,7,5,1982,0.013743023143851896,4
0.6871165644171779,hdt,8,11,811,0.10480359025783065,5
0.7177914110429447,kdt,8,11,811,0.10480359025783065,5
0.6257668711656442,edt,8,11,811,0.10480359025783065,5
0.8596730245231607,hdt,3,4,3667,0.4347412915654321,5
0.8623978201634878,kdt,3,4,3667,0.4347412915654321,5
0.8678474114441417,edt,3,4,3667,0.4347412915654321,5
0.7145359019264448,hdt,8,3,2851,0.16290081234142662,9
0.7040280210157618,kdt,8,3,2851,0.16290081234142662,9
0.6777583187390543,edt,8,3,2851,0.16290081234142662,9
0.955026455026455,hdt,2,7,1889,0.46258296482321964,2
0.955026455026455,kdt,2,7,1889,0.46258296482321964,2
0.9576719576719577,edt,2,7,1889,0.46258296482321964,2
0.5063291139240507,hdt,7,7,391,0.3072716784580033,8
0.5443037974683544,kdt,7,7,391,0.3072716784580033,8
0.43037974683544306,edt,7,7,391,0.3072716784580033,8
0.816711590296496,hdt,4,10,1851,0.27431655534313304,8
0.8328840970350404,kdt,4,10,1851,0.27431655534313304,8
0.7924528301886793,edt,4,10,1851,0.27431655534313304,8
0.7493734335839599,hdt,3,7,1993,0.48101700643632933,2
0.7493734335839599,kdt,3,7,1993,0.48101700643632933,2
0.7518796992481203,edt,3,7,1993,0.48101700643632933,2
0.7619047619047619,hdt,4,5,2415,0.3336001961590391,4
0.7598343685300207,kdt,4,5,2415,0.3336001961590391,4
0.7660455486542443,edt,4,5,2415,0.3336001961590391,4
0.854419410745234,hdt,4,6,2881,0.2178240576671801,3
0.854419410745234,kdt,4,6,2881,0.2178240576671801,3
0.804159445407279,edt,4,6,2881,0.2178240576671801,3
0.4381443298969072,hdt,7,16,1939,0.07940409102731855,1
0.4381443298969072,kdt,7,16,1939,0.07940409102731855,1
0.4381443298969072,edt,7,16,1939,0.07940409102731855,1
0.8414634146341463,hdt,6,4,2047,0.11826229320782017,6
0.8268292682926829,kdt,6,4,2047,0.11826229320782017,6
0.8390243902439024,edt,6,4,2047,0.11826229320782017,6
0.9943714821763602,hdt,3,9,2664,0.028188983373522547,4
0.9906191369606003,kdt,3,9,2664,0.028188983373522547,4
0.9943714821763602,edt,3,9,2664,0.028188983373522547,4
0.9885714285714285,hdt,2,10,872,0.17265369702440225,3
0.9942857142857143,kdt,2,10,872,0.17265369702440225,3
0.9771428571428571,edt,2,10,872,0.17265369702440225,3
0.6850393700787402,hdt,9,7,634,0.05845353224151972,3
0.6850393700787402,kdt,9,7,634,0.05845353224151972,3
0.7165354330708661,edt,9,7,634,0.05845353224151972,3
0.8,hdt,7,3,496,0.026799445964434676,3
0.81,kdt,7,3,496,0.026799445964434676,3
0.78,edt,7,3,496,0.026799445964434676,3
0.9236453201970444,hdt,7,13,2029,0.0272559449554296,5
0.9310344827586207,kdt,7,13,2029,0.0272559449554296,5
0.9039408866995073,edt,7,13,2029,0.0272559449554296,5
0.7687224669603524,hdt,8,12,2269,0.0672785276434279,3
0.7687224669603524,kdt,8,12,2269,0.0672785276434279,3
0.7312775330396476,edt,8,12,2269,0.0672785276434279,3
0.998422712933754,hdt,2,5,3166,0.15608491304304922,9
0.9952681388012619,kdt,2,5,3166,0.15608491304304922,9
0.9952681388012619,edt,2,5,3166,0.15608491304304922,9
0.75,hdt,6,12,40,0.13912885966693123,2
0.75,kdt,6,12,40,0.13912885966693123,2
0.75,edt,6,12,40,0.13912885966693123,2
0.6376237623762376,hdt,8,12,2523,0.2657860763433656,6
0.6455445544554456,kdt,8,12,2523,0.2657860763433656,6
0.592079207920792,edt,8,12,2523,0.2657860763433656,6
0.657608695652174,hdt,6,4,1837,0.32150377200638497,4
0.6521739130434783,kdt,6,4,1837,0.32150377200638497,4
0.6820652173913043,edt,6,4,1837,0.32150377200638497,4
0.7068965517241379,hdt,5,9,2030,0.4499918648899288,8
0.7339901477832512,kdt,5,9,2030,0.4499918648899288,8
0.687192118226601,edt,5,9,2030,0.4499918648899288,8
0.8417508417508418,hdt,4,15,1484,0.10747335636677885,2
0.8417508417508418,kdt,4,15,1484,0.10747335636677885,2
0.8383838383838383,edt,4,15,1484,0.10747335636677885,2
0.9686520376175548,hdt,6,5,1595,0.03286390386954591,9
0.9811912225705329,kdt,6,5,1595,0.03286390386954591,9
0.9717868338557993,edt,6,5,1595,0.03286390386954591,9
0.5989583333333334,hdt,7,11,1920,0.2897832479769446,4
0.6119791666666666,kdt,7,11,1920,0.2897832479769446,4
0.5625,edt,7,11,1920,0.2897832479769446,4
0.5407407407407407,hdt,4,6,674,0.425702004340477,1
0.5481481481481482,kdt,4,6,674,0.425702004340477,1
0.5333333333333333,edt,4,6,674,0.425702004340477,1
0.30434782608695654,hdt,7,15,115,0.17671827724521721,4
0.30434782608695654,kdt,7,15,115,0.17671827724521721,4
0.34782608695652173,edt,7,15,115,0.17671827724521721,4
0.8691588785046729,hdt,4,15,1066,0.12802224318806393,5
0.8551401869158879,kdt,4,15,1066,0.12802224318806393,5
0.8878504672897196,edt,4,15,1066,0.12802224318806393,5
0.9812646370023419,hdt,7,11,2134,0.01085392817842934,4
0.9718969555035128,kdt,7,11,2134,0.01085392817842934,4
0.9531615925058547,edt,7,11,2134,0.01085392817842934,4
0.9787685774946921,hdt,2,16,2355,0.11301588946660973,5
0.9723991507430998,kdt,2,16,2355,0.11301588946660973,5
0.9681528662420382,edt,2,16,2355,0.11301588946660973,5
