8.110627727590129510e-01 4.713570696324439480e-01
8.267273821205775031e-01 7.097604464986887463e-01
8.423919914821421662e-01 8.707040712739185784e-01
8.580566008437067183e-01 9.924565074435548473e-01
8.737212102052713814e-01 1.090493857985748161e+00
8.893858195668359334e-01 1.172633687091686028e+00
9.050504289284005965e-01 1.243379774798416548e+00
9.207150382899651486e-01 1.305565293457063403e+00
9.363796476515298117e-01 1.361088963740087587e+00
9.520442570130944748e-01 1.411285683372747846e+00
9.677088663746590269e-01 1.457129880516753850e+00
9.833734757362236900e-01 1.499354733067254530e+00
9.990380850977882421e-01 1.538525851196725025e+00
1.014702694459352905e+00 1.575088821934630179e+00
1.030367303820917568e+00 1.609401009272499072e+00
1.046031913182482231e+00 1.641753479900451174e+00
1.061696522544046672e+00 1.672386520066776683e+00
1.077361131905611336e+00 1.701500868206768935e+00
1.093025741267175999e+00 1.729266009119049929e+00
1.108690350628740440e+00 1.755826406738517642e+00
1.124354959990305325e+00 1.781306261596363516e+00
1.140019569351869766e+00 1.805813193441573317e+00
1.155684178713434429e+00 1.829441128169483788e+00
1.171348788074999092e+00 1.852272587148851235e+00
1.187013397436563533e+00 1.874380521816955580e+00
1.202678006798128196e+00 1.895829798114644582e+00
1.218342616159692859e+00 1.916678408339618223e+00
1.234007225521257523e+00 1.936978468686594734e+00
1.249671834882822186e+00 1.956777046741260184e+00
1.265336444244386627e+00 1.976116852914384880e+00
1.281001053605951290e+00 1.995036822166690094e+00
1.296665662967515953e+00 2.013572606642750173e+00
1.312330272329080616e+00 2.031756995486209583e+00
1.327994881690645279e+00 2.049620274783180651e+00
1.343659491052209720e+00 2.067190538014551660e+00
1.359324100413774383e+00 2.084493955402014098e+00
1.374988709775339046e+00 2.101555008968845506e+00
1.390653319136903487e+00 2.118396698903202591e+00
1.406317928498468373e+00 2.135040725833018183e+00
1.421982537860032814e+00 2.151507652840909834e+00
1.437647147221597477e+00 2.167817050421808833e+00
1.453311756583162140e+00 2.183987627082652594e+00
1.468976365944726581e+00 2.200037347877512151e+00
1.484640975306291466e+00 2.215983542843615428e+00
1.500305584667855907e+00 2.231843007039106652e+00
1.515970194029420570e+00 2.247632093670476561e+00
1.531634803390985233e+00 2.263366801627516800e+00
1.547299412752549674e+00 2.279062858609507636e+00
1.562964022114114560e+00 2.294735800922909519e+00
1.578628631475679001e+00 2.310401050954048241e+00
1.594293240837243664e+00 2.326073993267449236e+00
1.609957850198808327e+00 2.341770050249440960e+00
1.625622459560372768e+00 2.357504758206480311e+00
1.641287068921937431e+00 2.373293844837851108e+00
1.656951678283502094e+00 2.389153309033342332e+00
1.672616287645066757e+00 2.405099503999445165e+00
1.688280897006631420e+00 2.421149224794304722e+00
1.703945506368195861e+00 2.437319801455148482e+00
1.719610115729760524e+00 2.453629199036047037e+00
1.735274725091325188e+00 2.470096126043939133e+00
1.750939334452889629e+00 2.486740152973754281e+00
1.766603943814454514e+00 2.503581842908111810e+00
1.782268553176018955e+00 2.520642896474943218e+00
1.797933162537583618e+00 2.537946313862405656e+00
1.813597771899148281e+00 2.555516577093777553e+00
1.829262381260712944e+00 2.573379856390747733e+00
1.844926990622277385e+00 2.591564245234207142e+00
1.860591599983842048e+00 2.610100029710267222e+00
1.876256209345406711e+00 2.629019998962571769e+00
1.891920818706971374e+00 2.648359805135697354e+00
1.907585428068535816e+00 2.668158383190362581e+00
1.923250037430100479e+00 2.688458443537339093e+00
1.938914646791665142e+00 2.709307053762312734e+00
1.954579256153229805e+00 2.730756330060001957e+00
1.970243865514794468e+00 2.752864264728106303e+00
1.985908474876358909e+00 2.775695723707473306e+00
2.001573084237923794e+00 2.799323658435384665e+00
2.017237693599488235e+00 2.823830590280594244e+00
2.032902302961052676e+00 2.849310445138439007e+00
2.048566912322617561e+00 2.875870842757907830e+00
2.064231521684182002e+00 2.903635983670188825e+00
2.079896131045746444e+00 2.932750331810180189e+00
2.095560740407311329e+00 2.963383371976506364e+00
2.111225349768876214e+00 2.995735842604459354e+00
2.126889959130440211e+00 3.030048029942326693e+00
2.142554568492005096e+00 3.066611000680232291e+00
2.158219177853569981e+00 3.105782118809703451e+00
2.173883787215134422e+00 3.148006971360204354e+00
2.189548396576698863e+00 3.193851168504209692e+00
2.205213005938263748e+00 3.244047888136870395e+00
2.220877615299828189e+00 3.299571558419893691e+00
2.236542224661392630e+00 3.361757077078539879e+00
2.252206834022957516e+00 3.432503164785272176e+00
2.267871443384521957e+00 3.514642993891208711e+00
2.283536052746086398e+00 3.612680344433401469e+00
2.299200662107651283e+00 3.734432780603040403e+00
2.314865271469216168e+00 3.895376405378275120e+00
2.330529880830780609e+00 4.133779782244519474e+00
2.346194490192345050e+00 4.605136851876968862e+00
